"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","GDPHRWKD","TOT","IDX2015","A","2021",104.465477,
"CZE","GDPHRWKD","TOT","IDX2015","A","1993",54.785895,
"CZE","GDPHRWKD","TOT","IDX2015","A","1994",56.304211,
"CZE","GDPHRWKD","TOT","IDX2015","A","1995",59.801825,
"CZE","GDPHRWKD","TOT","IDX2015","A","1996",62.109112,
"CZE","GDPHRWKD","TOT","IDX2015","A","1997",61.934603,
"CZE","GDPHRWKD","TOT","IDX2015","A","1998",62.028377,
"CZE","GDPHRWKD","TOT","IDX2015","A","1999",63.261133,
"CZE","GDPHRWKD","TOT","IDX2015","A","2000",66.001504,
"CZE","GDPHRWKD","TOT","IDX2015","A","2001",71.069051,
"CZE","GDPHRWKD","TOT","IDX2015","A","2002",72.17471,
"CZE","GDPHRWKD","TOT","IDX2015","A","2003",75.911047,
"CZE","GDPHRWKD","TOT","IDX2015","A","2004",79.07466,
"CZE","GDPHRWKD","TOT","IDX2015","A","2005",83.181538,
"CZE","GDPHRWKD","TOT","IDX2015","A","2006",88.300324,
"CZE","GDPHRWKD","TOT","IDX2015","A","2007",92.043508,
"CZE","GDPHRWKD","TOT","IDX2015","A","2008",91.746867,
"CZE","GDPHRWKD","TOT","IDX2015","A","2009",89.624169,
"CZE","GDPHRWKD","TOT","IDX2015","A","2010",91.719351,
"CZE","GDPHRWKD","TOT","IDX2015","A","2011",93.258994,
"CZE","GDPHRWKD","TOT","IDX2015","A","2012",93.645328,
"CZE","GDPHRWKD","TOT","IDX2015","A","2013",93.944265,
"CZE","GDPHRWKD","TOT","IDX2015","A","2014",95.029948,
"CZE","GDPHRWKD","TOT","IDX2015","A","2015",100,
"CZE","GDPHRWKD","TOT","IDX2015","A","2016",99.648324,
"CZE","GDPHRWKD","TOT","IDX2015","A","2017",103.061394,
"CZE","GDPHRWKD","TOT","IDX2015","A","2018",104.496517,
"CZE","GDPHRWKD","TOT","IDX2015","A","2019",107.318049,
"CZE","GDPHRWKD","TOT","IDX2015","A","2020",109.900343,
"CZE","GDPHRWKD","TOT","IDX2015","A","2021",110.403252,
"DNK","GDPHRWKD","TOT","IDX2015","A","1970",39.233302,
"DNK","GDPHRWKD","TOT","IDX2015","A","1971",41.22479,
"DNK","GDPHRWKD","TOT","IDX2015","A","1972",43.414161,
"DNK","GDPHRWKD","TOT","IDX2015","A","1973",45.782236,
"DNK","GDPHRWKD","TOT","IDX2015","A","1974",46.075734,
"DNK","GDPHRWKD","TOT","IDX2015","A","1975",47.969276,
"DNK","GDPHRWKD","TOT","IDX2015","A","1976",49.741399,
"DNK","GDPHRWKD","TOT","IDX2015","A","1977",51.585214,
"DNK","GDPHRWKD","TOT","IDX2015","A","1978",53.064538,
"DNK","GDPHRWKD","TOT","IDX2015","A","1979",54.891378,
"DNK","GDPHRWKD","TOT","IDX2015","A","1980",54.468162,
"DNK","GDPHRWKD","TOT","IDX2015","A","1981",56.071484,
"DNK","GDPHRWKD","TOT","IDX2015","A","1982",57.636284,
"DNK","GDPHRWKD","TOT","IDX2015","A","1983",59.353452,
"DNK","GDPHRWKD","TOT","IDX2015","A","1984",61.147642,
"DNK","GDPHRWKD","TOT","IDX2015","A","1985",62.694105,
"DNK","GDPHRWKD","TOT","IDX2015","A","1986",64.053289,
"DNK","GDPHRWKD","TOT","IDX2015","A","1987",65.35418,
"DNK","GDPHRWKD","TOT","IDX2015","A","1988",66.636733,
"DNK","GDPHRWKD","TOT","IDX2015","A","1989",68.031697,
"DNK","GDPHRWKD","TOT","IDX2015","A","1990",70.0225,
"DNK","GDPHRWKD","TOT","IDX2015","A","1991",71.852811,
"DNK","GDPHRWKD","TOT","IDX2015","A","1992",73.089939,
"DNK","GDPHRWKD","TOT","IDX2015","A","1993",74.486208,
"DNK","GDPHRWKD","TOT","IDX2015","A","1994",79.241655,
"DNK","GDPHRWKD","TOT","IDX2015","A","1995",80.420834,
"DNK","GDPHRWKD","TOT","IDX2015","A","1996",82.33821,
"DNK","GDPHRWKD","TOT","IDX2015","A","1997",82.935028,
"DNK","GDPHRWKD","TOT","IDX2015","A","1998",82.839508,
"DNK","GDPHRWKD","TOT","IDX2015","A","1999",83.683262,
"DNK","GDPHRWKD","TOT","IDX2015","A","2000",85.621617,
"DNK","GDPHRWKD","TOT","IDX2015","A","2001",85.319344,
"DNK","GDPHRWKD","TOT","IDX2015","A","2002",86.020806,
"DNK","GDPHRWKD","TOT","IDX2015","A","2003",87.440463,
"DNK","GDPHRWKD","TOT","IDX2015","A","2004",90.232667,
"DNK","GDPHRWKD","TOT","IDX2015","A","2005",91.467821,
"DNK","GDPHRWKD","TOT","IDX2015","A","2006",92.67329,
"DNK","GDPHRWKD","TOT","IDX2015","A","2007",92.844194,
"DNK","GDPHRWKD","TOT","IDX2015","A","2008",91.462002,
"DNK","GDPHRWKD","TOT","IDX2015","A","2009",90.618973,
"DNK","GDPHRWKD","TOT","IDX2015","A","2010",94.165396,
"DNK","GDPHRWKD","TOT","IDX2015","A","2011",94.491438,
"DNK","GDPHRWKD","TOT","IDX2015","A","2012",96.297436,
"DNK","GDPHRWKD","TOT","IDX2015","A","2013",97.054659,
"DNK","GDPHRWKD","TOT","IDX2015","A","2014",98.592133,
"DNK","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DNK","GDPHRWKD","TOT","IDX2015","A","2016",101.19061,
"DNK","GDPHRWKD","TOT","IDX2015","A","2017",103.081941,
"DNK","GDPHRWKD","TOT","IDX2015","A","2018",105.350786,
"DNK","GDPHRWKD","TOT","IDX2015","A","2019",106.133113,
"DNK","GDPHRWKD","TOT","IDX2015","A","2020",107.22729,
"DNK","GDPHRWKD","TOT","IDX2015","A","2021",108.295185,
"FIN","GDPHRWKD","TOT","IDX2015","A","1970",30.15265,
"FIN","GDPHRWKD","TOT","IDX2015","A","1971",31.632595,
"FIN","GDPHRWKD","TOT","IDX2015","A","1972",34.040372,
"FIN","GDPHRWKD","TOT","IDX2015","A","1973",36.055311,
"FIN","GDPHRWKD","TOT","IDX2015","A","1974",37.19834,
"FIN","GDPHRWKD","TOT","IDX2015","A","1975",39.517861,
"FIN","GDPHRWKD","TOT","IDX2015","A","1976",40.086757,
"FIN","GDPHRWKD","TOT","IDX2015","A","1977",41.087886,
"FIN","GDPHRWKD","TOT","IDX2015","A","1978",42.565733,
"FIN","GDPHRWKD","TOT","IDX2015","A","1979",45.206828,
"FIN","GDPHRWKD","TOT","IDX2015","A","1980",46.803319,
"FIN","GDPHRWKD","TOT","IDX2015","A","1981",46.816358,
"FIN","GDPHRWKD","TOT","IDX2015","A","1982",48.168823,
"FIN","GDPHRWKD","TOT","IDX2015","A","1983",50.114323,
"FIN","GDPHRWKD","TOT","IDX2015","A","1984",51.688552,
"FIN","GDPHRWKD","TOT","IDX2015","A","1985",53.455094,
"FIN","GDPHRWKD","TOT","IDX2015","A","1986",55.663716,
"FIN","GDPHRWKD","TOT","IDX2015","A","1987",56.845516,
"FIN","GDPHRWKD","TOT","IDX2015","A","1988",59.475057,
"FIN","GDPHRWKD","TOT","IDX2015","A","1989",61.794046,
"FIN","GDPHRWKD","TOT","IDX2015","A","1990",63.276539,
"FIN","GDPHRWKD","TOT","IDX2015","A","1991",63.76828,
"FIN","GDPHRWKD","TOT","IDX2015","A","1992",66.076797,
"FIN","GDPHRWKD","TOT","IDX2015","A","1993",69.681805,
"FIN","GDPHRWKD","TOT","IDX2015","A","1994",72.768316,
"FIN","GDPHRWKD","TOT","IDX2015","A","1995",74.053264,
"FIN","GDPHRWKD","TOT","IDX2015","A","1996",75.582951,
"FIN","GDPHRWKD","TOT","IDX2015","A","1997",77.916391,
"FIN","GDPHRWKD","TOT","IDX2015","A","1998",81.045654,
"FIN","GDPHRWKD","TOT","IDX2015","A","1999",82.886914,
"FIN","GDPHRWKD","TOT","IDX2015","A","2000",86.472281,
"FIN","GDPHRWKD","TOT","IDX2015","A","2001",88.120616,
"FIN","GDPHRWKD","TOT","IDX2015","A","2002",88.964517,
"FIN","GDPHRWKD","TOT","IDX2015","A","2003",90.811656,
"FIN","GDPHRWKD","TOT","IDX2015","A","2004",93.883623,
"FIN","GDPHRWKD","TOT","IDX2015","A","2005",95.689541,
"FIN","GDPHRWKD","TOT","IDX2015","A","2006",98.009302,
"FIN","GDPHRWKD","TOT","IDX2015","A","2007",101.158926,
"FIN","GDPHRWKD","TOT","IDX2015","A","2008",99.976128,
"FIN","GDPHRWKD","TOT","IDX2015","A","2009",95.548042,
"FIN","GDPHRWKD","TOT","IDX2015","A","2010",98.876026,
"FIN","GDPHRWKD","TOT","IDX2015","A","2011",100.245544,
"FIN","GDPHRWKD","TOT","IDX2015","A","2012",98.634352,
"FIN","GDPHRWKD","TOT","IDX2015","A","2013",98.997587,
"FIN","GDPHRWKD","TOT","IDX2015","A","2014",99.193091,
"FIN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FIN","GDPHRWKD","TOT","IDX2015","A","2016",102.349147,
"FIN","GDPHRWKD","TOT","IDX2015","A","2017",104.93291,
"FIN","GDPHRWKD","TOT","IDX2015","A","2018",103.698089,
"FIN","GDPHRWKD","TOT","IDX2015","A","2019",103.612412,
"FIN","GDPHRWKD","TOT","IDX2015","A","2020",103.940966,
"FIN","GDPHRWKD","TOT","IDX2015","A","2021",104.298407,
"FRA","GDPHRWKD","TOT","IDX2015","A","1970",36.584559,
"FRA","GDPHRWKD","TOT","IDX2015","A","1971",38.403255,
"FRA","GDPHRWKD","TOT","IDX2015","A","1972",40.985621,
"FRA","GDPHRWKD","TOT","IDX2015","A","1973",43.352097,
"FRA","GDPHRWKD","TOT","IDX2015","A","1974",45.56264,
"FRA","GDPHRWKD","TOT","IDX2015","A","1975",46.109511,
"FRA","GDPHRWKD","TOT","IDX2015","A","1976",47.057382,
"FRA","GDPHRWKD","TOT","IDX2015","A","1977",49.264423,
"FRA","GDPHRWKD","TOT","IDX2015","A","1978",51.79632,
"FRA","GDPHRWKD","TOT","IDX2015","A","1979",53.378026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1980",54.2552,
"FRA","GDPHRWKD","TOT","IDX2015","A","1981",55.522586,
"FRA","GDPHRWKD","TOT","IDX2015","A","1982",59.123398,
"FRA","GDPHRWKD","TOT","IDX2015","A","1983",60.561641,
"FRA","GDPHRWKD","TOT","IDX2015","A","1984",62.038122,
"FRA","GDPHRWKD","TOT","IDX2015","A","1985",64.531501,
"FRA","GDPHRWKD","TOT","IDX2015","A","1986",65.956339,
"FRA","GDPHRWKD","TOT","IDX2015","A","1987",66.606748,
"FRA","GDPHRWKD","TOT","IDX2015","A","1988",68.757769,
"FRA","GDPHRWKD","TOT","IDX2015","A","1989",71.208466,
"FRA","GDPHRWKD","TOT","IDX2015","A","1990",72.916395,
"FRA","GDPHRWKD","TOT","IDX2015","A","1991",73.830001,
"FRA","GDPHRWKD","TOT","IDX2015","A","1992",75.607026,
"FRA","GDPHRWKD","TOT","IDX2015","A","1993",76.3106,
"FRA","GDPHRWKD","TOT","IDX2015","A","1994",77.885194,
"FRA","GDPHRWKD","TOT","IDX2015","A","1995",79.8219,
"FRA","GDPHRWKD","TOT","IDX2015","A","1996",80.691661,
"FRA","GDPHRWKD","TOT","IDX2015","A","1997",82.026815,
"FRA","GDPHRWKD","TOT","IDX2015","A","1998",84.055794,
"FRA","GDPHRWKD","TOT","IDX2015","A","1999",85.267075,
"FRA","GDPHRWKD","TOT","IDX2015","A","2000",87.525502,
"FRA","GDPHRWKD","TOT","IDX2015","A","2001",89.163111,
"FRA","GDPHRWKD","TOT","IDX2015","A","2002",91.766179,
"FRA","GDPHRWKD","TOT","IDX2015","A","2003",92.289942,
"FRA","GDPHRWKD","TOT","IDX2015","A","2004",93.309866,
"FRA","GDPHRWKD","TOT","IDX2015","A","2005",94.138072,
"FRA","GDPHRWKD","TOT","IDX2015","A","2006",96.481781,
"FRA","GDPHRWKD","TOT","IDX2015","A","2007",96.0296,
"FRA","GDPHRWKD","TOT","IDX2015","A","2008",95.416924,
"FRA","GDPHRWKD","TOT","IDX2015","A","2009",94.440997,
"FRA","GDPHRWKD","TOT","IDX2015","A","2010",95.663522,
"FRA","GDPHRWKD","TOT","IDX2015","A","2011",96.621402,
"FRA","GDPHRWKD","TOT","IDX2015","A","2012",96.937089,
"FRA","GDPHRWKD","TOT","IDX2015","A","2013",98.249867,
"FRA","GDPHRWKD","TOT","IDX2015","A","2014",99.195227,
"FRA","GDPHRWKD","TOT","IDX2015","A","2015",100,
"FRA","GDPHRWKD","TOT","IDX2015","A","2016",100.279427,
"FRA","GDPHRWKD","TOT","IDX2015","A","2017",102.395091,
"FRA","GDPHRWKD","TOT","IDX2015","A","2018",102.814627,
"FRA","GDPHRWKD","TOT","IDX2015","A","2019",103.215736,
"FRA","GDPHRWKD","TOT","IDX2015","A","2020",103.736551,
"FRA","GDPHRWKD","TOT","IDX2015","A","2021",102.187438,
"DEU","GDPHRWKD","TOT","IDX2015","A","1970",38.829822,
"DEU","GDPHRWKD","TOT","IDX2015","A","1971",40.524461,
"DEU","GDPHRWKD","TOT","IDX2015","A","1972",42.543817,
"DEU","GDPHRWKD","TOT","IDX2015","A","1973",44.713971,
"DEU","GDPHRWKD","TOT","IDX2015","A","1974",46.519149,
"DEU","GDPHRWKD","TOT","IDX2015","A","1975",48.269427,
"DEU","GDPHRWKD","TOT","IDX2015","A","1976",50.519884,
"DEU","GDPHRWKD","TOT","IDX2015","A","1977",52.600347,
"DEU","GDPHRWKD","TOT","IDX2015","A","1978",54.224191,
"DEU","GDPHRWKD","TOT","IDX2015","A","1979",55.776802,
"DEU","GDPHRWKD","TOT","IDX2015","A","1980",56.24638,
"DEU","GDPHRWKD","TOT","IDX2015","A","1981",57.18147,
"DEU","GDPHRWKD","TOT","IDX2015","A","1982",57.773097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1983",59.668651,
"DEU","GDPHRWKD","TOT","IDX2015","A","1984",61.244613,
"DEU","GDPHRWKD","TOT","IDX2015","A","1985",62.65778,
"DEU","GDPHRWKD","TOT","IDX2015","A","1986",63.60719,
"DEU","GDPHRWKD","TOT","IDX2015","A","1987",64.477291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1988",66.140509,
"DEU","GDPHRWKD","TOT","IDX2015","A","1989",68.442245,
"DEU","GDPHRWKD","TOT","IDX2015","A","1990",70.860694,
"DEU","GDPHRWKD","TOT","IDX2015","A","1991",73.324316,
"DEU","GDPHRWKD","TOT","IDX2015","A","1992",75.196027,
"DEU","GDPHRWKD","TOT","IDX2015","A","1993",76.660097,
"DEU","GDPHRWKD","TOT","IDX2015","A","1994",78.64403,
"DEU","GDPHRWKD","TOT","IDX2015","A","1995",79.828601,
"DEU","GDPHRWKD","TOT","IDX2015","A","1996",81.172291,
"DEU","GDPHRWKD","TOT","IDX2015","A","1997",83.161713,
"DEU","GDPHRWKD","TOT","IDX2015","A","1998",84.008588,
"DEU","GDPHRWKD","TOT","IDX2015","A","1999",84.962423,
"DEU","GDPHRWKD","TOT","IDX2015","A","2000",87.068634,
"DEU","GDPHRWKD","TOT","IDX2015","A","2001",89.255258,
"DEU","GDPHRWKD","TOT","IDX2015","A","2002",90.082726,
"DEU","GDPHRWKD","TOT","IDX2015","A","2003",90.775624,
"DEU","GDPHRWKD","TOT","IDX2015","A","2004",91.602335,
"DEU","GDPHRWKD","TOT","IDX2015","A","2005",93.047959,
"DEU","GDPHRWKD","TOT","IDX2015","A","2006",94.536022,
"DEU","GDPHRWKD","TOT","IDX2015","A","2007",95.652946,
"DEU","GDPHRWKD","TOT","IDX2015","A","2008",95.677826,
"DEU","GDPHRWKD","TOT","IDX2015","A","2009",92.797837,
"DEU","GDPHRWKD","TOT","IDX2015","A","2010",94.936987,
"DEU","GDPHRWKD","TOT","IDX2015","A","2011",97.40629,
"DEU","GDPHRWKD","TOT","IDX2015","A","2012",98.007256,
"DEU","GDPHRWKD","TOT","IDX2015","A","2013",98.472527,
"DEU","GDPHRWKD","TOT","IDX2015","A","2014",99.49312,
"DEU","GDPHRWKD","TOT","IDX2015","A","2015",100,
"DEU","GDPHRWKD","TOT","IDX2015","A","2016",101.355337,
"DEU","GDPHRWKD","TOT","IDX2015","A","2017",103.162111,
"DEU","GDPHRWKD","TOT","IDX2015","A","2018",103.375684,
"DEU","GDPHRWKD","TOT","IDX2015","A","2019",104.162791,
"DEU","GDPHRWKD","TOT","IDX2015","A","2020",105.18509,
"DEU","GDPHRWKD","TOT","IDX2015","A","2021",106.100411,
"GRC","GDPHRWKD","TOT","IDX2015","A","1983",77.341756,
"GRC","GDPHRWKD","TOT","IDX2015","A","1984",81.811382,
"GRC","GDPHRWKD","TOT","IDX2015","A","1985",81.114576,
"GRC","GDPHRWKD","TOT","IDX2015","A","1986",81.716107,
"GRC","GDPHRWKD","TOT","IDX2015","A","1987",81.601646,
"GRC","GDPHRWKD","TOT","IDX2015","A","1988",84.191202,
"GRC","GDPHRWKD","TOT","IDX2015","A","1989",85.292143,
"GRC","GDPHRWKD","TOT","IDX2015","A","1990",85.118162,
"GRC","GDPHRWKD","TOT","IDX2015","A","1991",88.019613,
"GRC","GDPHRWKD","TOT","IDX2015","A","1992",86.235738,
"GRC","GDPHRWKD","TOT","IDX2015","A","1993",83.340859,
"GRC","GDPHRWKD","TOT","IDX2015","A","1994",84.819063,
"GRC","GDPHRWKD","TOT","IDX2015","A","1995",86.571521,
"GRC","GDPHRWKD","TOT","IDX2015","A","1996",89.615005,
"GRC","GDPHRWKD","TOT","IDX2015","A","1997",94.067838,
"GRC","GDPHRWKD","TOT","IDX2015","A","1998",93.596923,
"GRC","GDPHRWKD","TOT","IDX2015","A","1999",96.605039,
"GRC","GDPHRWKD","TOT","IDX2015","A","2000",99.931246,
"GRC","GDPHRWKD","TOT","IDX2015","A","2001",104.006358,
"GRC","GDPHRWKD","TOT","IDX2015","A","2002",105.903788,
"GRC","GDPHRWKD","TOT","IDX2015","A","2003",110.602217,
"GRC","GDPHRWKD","TOT","IDX2015","A","2004",113.950154,
"GRC","GDPHRWKD","TOT","IDX2015","A","2005",110.723153,
"GRC","GDPHRWKD","TOT","IDX2015","A","2006",115.482573,
"GRC","GDPHRWKD","TOT","IDX2015","A","2007",118.47792,
"GRC","GDPHRWKD","TOT","IDX2015","A","2008",116.852307,
"GRC","GDPHRWKD","TOT","IDX2015","A","2009",113.813898,
"GRC","GDPHRWKD","TOT","IDX2015","A","2010",112.768278,
"GRC","GDPHRWKD","TOT","IDX2015","A","2011",104.811438,
"GRC","GDPHRWKD","TOT","IDX2015","A","2012",99.396383,
"GRC","GDPHRWKD","TOT","IDX2015","A","2013",97.136754,
"GRC","GDPHRWKD","TOT","IDX2015","A","2014",96.530055,
"GRC","GDPHRWKD","TOT","IDX2015","A","2015",100,
"GRC","GDPHRWKD","TOT","IDX2015","A","2016",95.857787,
"GRC","GDPHRWKD","TOT","IDX2015","A","2017",97.192622,
"GRC","GDPHRWKD","TOT","IDX2015","A","2018",93.804184,
"GRC","GDPHRWKD","TOT","IDX2015","A","2019",96.860298,
"GRC","GDPHRWKD","TOT","IDX2015","A","2020",98.81007,
"GRC","GDPHRWKD","TOT","IDX2015","A","2021",98.507768,
"HUN","GDPHRWKD","TOT","IDX2015","A","1991",47.685017,
"HUN","GDPHRWKD","TOT","IDX2015","A","1992",51.612553,
"HUN","GDPHRWKD","TOT","IDX2015","A","1993",54.748112,
"HUN","GDPHRWKD","TOT","IDX2015","A","1994",53.733802,
"HUN","GDPHRWKD","TOT","IDX2015","A","1995",62.093753,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","1996",62.330239,
"HUN","GDPHRWKD","TOT","IDX2015","A","1997",63.373268,
"HUN","GDPHRWKD","TOT","IDX2015","A","1998",65.564682,
"HUN","GDPHRWKD","TOT","IDX2015","A","1999",66.017949,
"HUN","GDPHRWKD","TOT","IDX2015","A","2000",69.260047,
"HUN","GDPHRWKD","TOT","IDX2015","A","2001",73.254053,
"HUN","GDPHRWKD","TOT","IDX2015","A","2002",77.421393,
"HUN","GDPHRWKD","TOT","IDX2015","A","2003",80.224137,
"HUN","GDPHRWKD","TOT","IDX2015","A","2004",85.038384,
"HUN","GDPHRWKD","TOT","IDX2015","A","2005",90.531794,
"HUN","GDPHRWKD","TOT","IDX2015","A","2006",94.382088,
"HUN","GDPHRWKD","TOT","IDX2015","A","2007",96.726055,
"HUN","GDPHRWKD","TOT","IDX2015","A","2008",99.283985,
"HUN","GDPHRWKD","TOT","IDX2015","A","2009",96.299546,
"HUN","GDPHRWKD","TOT","IDX2015","A","2010",97.54005,"B"
"HUN","GDPHRWKD","TOT","IDX2015","A","2011",100.111419,
"HUN","GDPHRWKD","TOT","IDX2015","A","2012",98.821862,
"HUN","GDPHRWKD","TOT","IDX2015","A","2013",99.597047,
"HUN","GDPHRWKD","TOT","IDX2015","A","2014",98.428466,
"HUN","GDPHRWKD","TOT","IDX2015","A","2015",100,
"HUN","GDPHRWKD","TOT","IDX2015","A","2016",97.731187,
"HUN","GDPHRWKD","TOT","IDX2015","A","2017",100.713521,
"HUN","GDPHRWKD","TOT","IDX2015","A","2018",104.792329,
"HUN","GDPHRWKD","TOT","IDX2015","A","2019",108.839518,
"HUN","GDPHRWKD","TOT","IDX2015","A","2020",109.250509,
"HUN","GDPHRWKD","TOT","IDX2015","A","2021",112.534867,
"ISL","GDPHRWKD","TOT","IDX2015","A","1970",32.99534,
"ISL","GDPHRWKD","TOT","IDX2015","A","1971",36.321216,
"ISL","GDPHRWKD","TOT","IDX2015","A","1972",38.127235,
"ISL","GDPHRWKD","TOT","IDX2015","A","1973",40.007457,
"ISL","GDPHRWKD","TOT","IDX2015","A","1974",41.462476,
"ISL","GDPHRWKD","TOT","IDX2015","A","1975",41.520297,
"ISL","GDPHRWKD","TOT","IDX2015","A","1976",43.225305,
"ISL","GDPHRWKD","TOT","IDX2015","A","1977",47.982877,
"ISL","GDPHRWKD","TOT","IDX2015","A","1978",50.469113,
"ISL","GDPHRWKD","TOT","IDX2015","A","1979",52.961047,
"ISL","GDPHRWKD","TOT","IDX2015","A","1980",54.632869,
"ISL","GDPHRWKD","TOT","IDX2015","A","1981",54.34253,
"ISL","GDPHRWKD","TOT","IDX2015","A","1982",54.048495,
"ISL","GDPHRWKD","TOT","IDX2015","A","1983",52.40475,
"ISL","GDPHRWKD","TOT","IDX2015","A","1984",53.882863,
"ISL","GDPHRWKD","TOT","IDX2015","A","1985",53.731961,
"ISL","GDPHRWKD","TOT","IDX2015","A","1986",55.600446,
"ISL","GDPHRWKD","TOT","IDX2015","A","1987",57.104697,
"ISL","GDPHRWKD","TOT","IDX2015","A","1988",58.533358,
"ISL","GDPHRWKD","TOT","IDX2015","A","1989",59.70974,
"ISL","GDPHRWKD","TOT","IDX2015","A","1990",61.342305,
"ISL","GDPHRWKD","TOT","IDX2015","A","1991",61.110491,
"ISL","GDPHRWKD","TOT","IDX2015","A","1992",58.572429,
"ISL","GDPHRWKD","TOT","IDX2015","A","1993",59.305091,
"ISL","GDPHRWKD","TOT","IDX2015","A","1994",61.220542,
"ISL","GDPHRWKD","TOT","IDX2015","A","1995",60.532999,
"ISL","GDPHRWKD","TOT","IDX2015","A","1996",62.486459,
"ISL","GDPHRWKD","TOT","IDX2015","A","1997",65.379376,
"ISL","GDPHRWKD","TOT","IDX2015","A","1998",68.98082,
"ISL","GDPHRWKD","TOT","IDX2015","A","1999",69.973351,
"ISL","GDPHRWKD","TOT","IDX2015","A","2000",71.996279,
"ISL","GDPHRWKD","TOT","IDX2015","A","2001",74.704431,
"ISL","GDPHRWKD","TOT","IDX2015","A","2002",76.135828,
"ISL","GDPHRWKD","TOT","IDX2015","A","2003",78.66312,
"ISL","GDPHRWKD","TOT","IDX2015","A","2004",84.015009,
"ISL","GDPHRWKD","TOT","IDX2015","A","2005",86.508456,
"ISL","GDPHRWKD","TOT","IDX2015","A","2006",88.730449,
"ISL","GDPHRWKD","TOT","IDX2015","A","2007",94.059521,
"ISL","GDPHRWKD","TOT","IDX2015","A","2008",91.303145,
"ISL","GDPHRWKD","TOT","IDX2015","A","2009",97.143961,
"ISL","GDPHRWKD","TOT","IDX2015","A","2010",96.145908,
"ISL","GDPHRWKD","TOT","IDX2015","A","2011",96.228729,
"ISL","GDPHRWKD","TOT","IDX2015","A","2012",96.367313,
"ISL","GDPHRWKD","TOT","IDX2015","A","2013",98.391482,
"ISL","GDPHRWKD","TOT","IDX2015","A","2014",98.347418,
"ISL","GDPHRWKD","TOT","IDX2015","A","2015",100,
"ISL","GDPHRWKD","TOT","IDX2015","A","2016",101.109382,
"ISL","GDPHRWKD","TOT","IDX2015","A","2017",101.932426,
"ISL","GDPHRWKD","TOT","IDX2015","A","2018",104.538868,
"ISL","GDPHRWKD","TOT","IDX2015","A","2019",108.350518,
"ISL","GDPHRWKD","TOT","IDX2015","A","2020",108.447164,
"ISL","GDPHRWKD","TOT","IDX2015","A","2021",111.904578,
"IRL","GDPHRWKD","TOT","IDX2015","A","1970",16.707799,
"IRL","GDPHRWKD","TOT","IDX2015","A","1971",17.21659,
"IRL","GDPHRWKD","TOT","IDX2015","A","1972",18.725024,
"IRL","GDPHRWKD","TOT","IDX2015","A","1973",19.439734,
"IRL","GDPHRWKD","TOT","IDX2015","A","1974",20.310278,
"IRL","GDPHRWKD","TOT","IDX2015","A","1975",21.723134,
"IRL","GDPHRWKD","TOT","IDX2015","A","1976",22.279558,
"IRL","GDPHRWKD","TOT","IDX2015","A","1977",23.680302,
"IRL","GDPHRWKD","TOT","IDX2015","A","1978",25.328779,
"IRL","GDPHRWKD","TOT","IDX2015","A","1979",25.087897,
"IRL","GDPHRWKD","TOT","IDX2015","A","1980",26.582416,
"IRL","GDPHRWKD","TOT","IDX2015","A","1981",27.960985,
"IRL","GDPHRWKD","TOT","IDX2015","A","1982",28.815015,
"IRL","GDPHRWKD","TOT","IDX2015","A","1983",29.142469,
"IRL","GDPHRWKD","TOT","IDX2015","A","1984",31.252569,
"IRL","GDPHRWKD","TOT","IDX2015","A","1985",32.24802,
"IRL","GDPHRWKD","TOT","IDX2015","A","1986",31.775363,
"IRL","GDPHRWKD","TOT","IDX2015","A","1987",33.388767,
"IRL","GDPHRWKD","TOT","IDX2015","A","1988",34.977127,
"IRL","GDPHRWKD","TOT","IDX2015","A","1989",36.924222,
"IRL","GDPHRWKD","TOT","IDX2015","A","1990",38.584188,
"IRL","GDPHRWKD","TOT","IDX2015","A","1991",40.134335,
"IRL","GDPHRWKD","TOT","IDX2015","A","1992",42.145912,
"IRL","GDPHRWKD","TOT","IDX2015","A","1993",43.21043,
"IRL","GDPHRWKD","TOT","IDX2015","A","1994",44.258242,
"IRL","GDPHRWKD","TOT","IDX2015","A","1995",46.439643,
"IRL","GDPHRWKD","TOT","IDX2015","A","1996",48.299041,
"IRL","GDPHRWKD","TOT","IDX2015","A","1997",51.590003,
"IRL","GDPHRWKD","TOT","IDX2015","A","1998",52.672313,
"IRL","GDPHRWKD","TOT","IDX2015","A","1999",54.998585,
"IRL","GDPHRWKD","TOT","IDX2015","A","2000",57.861986,
"IRL","GDPHRWKD","TOT","IDX2015","A","2001",59.375299,
"IRL","GDPHRWKD","TOT","IDX2015","A","2002",62.530373,
"IRL","GDPHRWKD","TOT","IDX2015","A","2003",63.827351,
"IRL","GDPHRWKD","TOT","IDX2015","A","2004",66.32884,
"IRL","GDPHRWKD","TOT","IDX2015","A","2005",66.570448,
"IRL","GDPHRWKD","TOT","IDX2015","A","2006",66.95892,
"IRL","GDPHRWKD","TOT","IDX2015","A","2007",68.06416,
"IRL","GDPHRWKD","TOT","IDX2015","A","2008",66.170393,
